Fighter,Peak Elo
Brandon Wolff,979.75
Darrell Montague,979.75
AJ Cunningham,979.73
Alexandre Ferreira,979.71
Damian Grabowski,979.71
Cortavious Romious,979.71
KB Bhullar,979.69
Austin Arnett,979.68
Mike Breeden,979.68
Estevan Payan,979.64
Yanis Ghemmouri,979.64
Alex Soto,979.63
Hayato Sakurai,979.58
Shayna Baszler,979.57
Yasuhiro Urushitani,979.56
Tom DeBlass,979.55
Juancamilo Ronderos,979.55
Liliya Shakirova,979.38
Felipe Bunes,979.31
Mitch Ramirez,979.31
Ray Rodriguez,979.21
Dakota Bush,979.21
Lewis Gonzalez,979.18
Anthony Lapsley,979.16
Rudyard Moncayo,979.12
Tim Lajcik,979.12
Jeff Curran,979.12
Dan Evensen,979.07
Mike Wessel,979.04
Dustin Stoltzfus,979.02
Brandon Melendez,979.0
Maciej Jewtuszko,979.0
Nissen Osterneck,978.99
Paul Bradley,978.99
Angel Pacheco,978.98
Carlos Barreto,978.97
Ali AlQaisi,978.97
Chris Heatherly,978.96
Amilcar Alves,978.95
Alex Andrade,978.94
Edwin DeWees,978.94
Nick Aguirre,978.94
Jordan Vucenic,978.93
Aaron Phillips,978.92
Vince Cachero,978.91
Nick Agallar,978.89
Khusein Askhabov,978.87
Yuri Vaulin,978.86
Ednaldo Oliveira,978.86
Azamat Gashimov,978.86
Jesse Ronson,978.86
Blood Diamond,978.86
Jorge Lopez,978.85
Motonobu Tezuka,978.85
Konstantin Erokhin,978.85
Chan-Mi Jeon,978.85
Domingo Pilarte,978.85
David Dodd,978.8
Ryan Parker,978.79
Hugo Duarte,978.78
Mark Holst,978.78
Sheldon Westcott,978.78
Xavier Foupa-Pokam,978.77
Guilherme Vasconcelos,978.77
Alice Ardelean,978.77
Rin Nakai,978.76
Ryan MacDonald,978.76
Austin Springer,978.76
Gilbert Aldana,978.74
Diego Saraiva,978.74
Mark Striegl,978.73
Igor Zinoviev,978.72
Dokonjonosuke Mishima,978.72
Kailin Curran,978.72
Charalampos Grigoriou,978.72
Askar Mozharov,978.7
Luke Caudillo,978.68
Matt Lucas,978.68
Roldan Sangcha'an,978.68
Jorge de Oliveira,978.68
Leonardo Guimaraes,978.68
Dean Barry,978.68
Jesse Strader,978.67
Harry Hunsucker,978.66
Toshiomi Kazama,978.65
Kevin Jordan,978.63
Melton Bowen,978.62
Ruan Potts,978.62
Nyamjargal Tumendemberel,978.62
Jim Mullen,978.61
Neil Wain,978.61
Zelim Imadaev,978.61
Ryan Jensen,978.58
Joe Brammer,978.57
Brian Houston,978.55
Bevon Lewis,978.55
Antonio Trocoli,978.53
Scott Baker,978.52
Fred Ettish,978.52
Felix Lee Mitchell,978.52
Joe Son,978.52
John Dowdy,978.52
Frank Caracci,978.52
Valeri Ignatov,978.52
Brian Gassaway,978.52
Bobby Voelker,978.52
Guto Inocente,978.52
Jason Novelli,978.52
CM Punk,978.52
Alan Baudot,978.52
Ozzy Diaz,978.52
Pearl Gonzalez,978.51
Joey Gomez,978.5
Lucio Linhares,978.49
Anthony Christodoulou,978.45
Victor Martinez,978.45
Lucas Rocha,978.43
Keiichiro Yamamiya,978.42
Koji Kitao,978.41
Jay Hieron,978.41
Martin Sano,978.39
Brian Camozzi,978.36
Rhys McKee,978.36
Hector Aldana,978.34
Gabe Ruediger,978.33
Stewart Nicoll,978.33
Rainy Martinez,978.32
Paul Rodriguez,978.32
Bill Mahood,978.32
Chris Price,978.32
John Halverson,978.32
Jason Black,978.32
Ryan Thomas,978.32
Daniel Lacerda,978.32
Val Woodburn,978.32
Rodrigo de Lima,978.27
Rafael Cerqueira,978.27
Anna Elmose,978.25
Cameron Else,978.25
Marcelo Aguiar,978.24
Tim Williams,978.24
Jose Maria,978.16
Yoshinori Horie,978.16
Takenori Sato,978.13
Larissa Pacheco,978.13
TJ O'Brien,978.08
Mandy Bohm,978.07
Pat Audinwood,978.04
Brendon Marotte,978.04
Barb Honchak,978.02
Bobby Nash,978.01
Rob Wilkinson,977.97
Ivan Erslan,977.97
Iliarde Santos,977.93
Robert Bryczek,977.93
Isabela de Padua,977.83
Phil Johns,977.82
Zarrukh Adashev,977.78
Fernie Garcia,977.72
Chris Avila,977.7
Carli Judice,977.7
Steven Nguyen,977.65
Jason Godsey,977.62
Nick Roehrick,977.61
Gloria de Paula,977.61
Cameron VanCamp,977.6
Wulijiburen,977.56
Eric Wisely,977.55
Juan Manuel Puig,977.51
Silvana Gomez Juarez,977.42
Reza Nasri,977.36
Travis Wiuff,977.36
Brian Cobb,977.3
Joe Jordan,977.27
Chris de la Rocha,977.26
Ramiro Hernandez,977.23
Kit Cope,977.2
Ryan Roberts,977.13
Fabio Cherant,977.13
Chase Gormley,977.12
Gideon Ray,977.11
Derrick Noble,977.1
Jesse Sanders,977.08
Luis Pajuelo,977.08
Floyd Sword,977.07
Michael Patt,977.07
Kelly Dullanty,977.05
Jordan Radev,977.05
Will Chope,977.05
Teila Tuli,977.0
Zane Frazier,977.0
Art Jimmerson,977.0
Trent Jenkins,977.0
Sean Daugherty,977.0
David Levicki,977.0
Thaddeus Luster,977.0
Robert Lucarelli,977.0
Alberta Cerra Leon,977.0
Emmanuel Yarborough,977.0
Christophe Leninger,977.0
Roland Payne,977.0
Eldo Xavier Dias,977.0
Jason Fairn,977.0
Asbel Cancio,977.0
Andy Anderson,977.0
Larry Cureton,977.0
Ernie Verdicia,977.0
Jack McGlaughlin,977.0
John Matua,977.0
Francesco Maturi,977.0
David Hood,977.0
Gerry Harris,977.0
Keith Mielke,977.0
Thomas Ramirez,977.0
Paul Herrera,977.0
Matt Andersen,977.0
Scott Fiedler,977.0
Moti Horenstein,977.0
Dave Berry,977.0
Jackie Lee,977.0
Eric Martin,977.0
Wes Albritton,977.0
Royce Alger,977.0
Dmitri Stepanov,977.0
Tony Halme,977.0
Donnie Chappell,977.0
Todd Butler,977.0
Houston Dorr,977.0
Josh Stuart,977.0
Courtney Turner,977.0
Eugenio Tadeu,977.0
Bob Gilstrap,977.0
Joe Pardo,977.0
Paulo Santos,977.0
Adriano Santos,977.0
Darrel Gholar,977.0
Joey Roberts,977.0
Chris Condo,977.0
David Roberts,977.0
Flavio Luiz Moura,977.0
Lowell Anderson,977.0
Masutatsu Yano,977.0
David Velasquez,977.0
Tiki Ghosn,977.0
Jermaine Andre,977.0
Alexandre Dantas,977.0
Aaron Brink,977.0
Joey Gilbert,977.0
Rodrigo Ruas,977.0
Zach Light,977.0
Leigh Remedios,977.0
Jeremy Jackson,977.0
Gerald Strebendt,977.0
Wade Shipp,977.0
Josh Rafferty,977.0
Alex Schoenauer,977.0
Lodune Sincaid,977.0
Chris Sanford,977.0
Jason Thacker,977.0
Fabiano Scherner,977.0
Keigo Kunihara,977.0
Sean Gannon,977.0
Kerry Schall,977.0
Sammy Morgan,977.0
Icho Larenas,977.0
Wes Combs,977.0
Jesse Forbes,977.0
Danny Abbadi,977.0
Ross Pointon,977.0
Josh Haynes,977.0
Pat Healy,977.0
Kristof Midoux,977.0
Crafton Wallace,977.0
Cory Walmsley,977.0
David Lee,977.0
Mario Neto,977.0
Justin James,977.0
Sherman Pendergarst,977.0
Edilberto de Oliveira,977.0
Andy Wang,977.0
Joe Veres,977.0
Dorian Price,977.0
John Kolosci,977.0
Richie Hightower,977.0
Billy Miles,977.0
Jared Rollins,977.0
Tommy Speer,977.0
Brad Morris,977.0
James Giboo,977.0
Johnny Rees,977.0
Brodie Farber,977.0
Cale Yarbrough,977.0
David Baron,977.0
Razak Al-Hassan,977.0
John Polakowski,977.0
Jules Bruchez,977.0
Shane Primm,977.0
David Kaplan,977.0
Tom Egan,977.0
Derek Downey,977.0
Neil Grove,977.0
Tim McKenzie,977.0
Frank Lester,977.0
Danillo Villefort,977.0
Darrill Schoonover,977.0
Marcus Jones,977.0
Rolles Gracie,977.0
Josh Bryant,977.0
Jamie Yager,977.0
Kris McCray,977.0
Vinicius Queiroz,977.0
Mike Lullo,977.0
Fredson Paixao,977.0
Will Campuzano,977.0
Aaron Wilkinson,977.0
Damacio Page,977.0
Jon Olav Einemo,977.0
Luis Ramos,977.0
Joseph Sandoval,977.0
Byron Bloodworth,977.0
Dustin Neace,977.0
Josh Ferguson,977.0
Pat Schilling,977.0
Dan Stittgen,977.0
Oli Thompson,977.0
Besam Yousef,977.0
Yoislandy Izquierdo,977.0
Jeremy Larsen,977.0
Chris Saunders,977.0
John Cofer,977.0
Wagner Campos,977.0
Delson Heleno,977.0
Anistavio Medeiros,977.0
Ulysses Gomez,977.0
Manuel Rodriguez,977.0
Adam Cella,977.0
Bristol Marunde,977.0
Jimmy Quinlan,977.0
Gilbert Smith,977.0
Sheila Gaff,977.0
Nandor Guelmino,977.0
Garett Whiteley,977.0
Jessica Rakoczy,977.0
Ben Wall,977.0
Sean Soriano,977.0
Albert Cheng,977.0
Jack May,977.0
Richardson Moreira,977.0
Wagner Silva,977.0
Marcio Alexandre Junior,977.0
Jake Lindsey,977.0
Josh Shockley,977.0
Dashon Johnson,977.0
Matt Van Buren,977.0
Mike King,977.0
Cain Carrizosa,977.0
Humberto Brown Morrison,977.0
Lisa Ellis,977.0
Bentley Syler,977.0
Izabela Badurek,977.0
Leo Kuntz,977.0
Steve Montgomery,977.0
Hayder Hassan,977.0
Fernando Bruno,977.0
Daniel Jolly,977.0
Bruno Korea,977.0
Cesar Arzamendia,977.0
Vernon Ramos Ho,977.0
Martin Svensson,977.0
Charlie Ward,977.0
Michel Quinones,977.0
James Bochnovic,977.0
Mike Santiago,977.0
Kalindra Faria,977.0
Bharat Kandare,977.0
Ariel Beck,977.0
Karine Gevorgyan,977.0
Christina Marks,977.0
Maia Stevenson,977.0
John Phillips,977.0
Richie Smullen,977.0
Te Edwards,977.0
Michel Batista,977.0
Justin Frazier,977.0
Suman Mokhtarian,977.0
Vinicius Moreira,977.0
Duda Santana,977.0
Dequan Townsend,977.0
Khadis Ibragimov,977.0
Jacob Kilburn,977.0
Aalon Cruz,977.0
Anthony Ivy,977.0
Roque Martinez,977.0
Victor Rodriguez,977.0
Louis Cosce,977.0
Victoria Leonardo,977.0
Collin Anglin,977.0
Micheal Gillmore,977.0
Brogan Walker,977.0
Steven Koslow,977.0
SeungGuk Choi,977.0
Manolo Zecchini,977.0
Kiefer Crosbie,977.0
Brendson Ribeiro,977.0
Benardo Sopaj,977.0
Dylan Budka,977.0
James Llontop,977.0
Tuco Tokkos,977.0
Kaan Ofli,977.0
Robert Valentin,977.0
Zygimantas Ramaska,977.0
Feng Xiaocan,977.0
Kiru Sahota,977.0
Mike Stumpf,976.98
Stevie Lynch,976.95
Marcin Bandel,976.93
Jeff Cox,976.92
John Campetella,976.9
Colin Robinson,976.9
Scott Junk,976.9
Grigory Popov,976.9
Klaudia Sygula,976.9
Istela Nunes,976.89
Jeff Newton,976.85
Ryan Madigan,976.85
CJ Keith,976.82
Abdul-Kareem Al-Selwady,976.8
Rick Davis,976.79
Kevin Natividad,976.79
Sung Bin Jo,976.46
Sarah Alpar,976.46
Nick Penner,976.43
Jerome Rivera,976.41
Marcelo Rojo,976.26
Samy Schiavo,976.13
Roger Bowling,976.13
Daiju Takase,976.04
Braxton Smith,976.02
Solomon Hutcherson,975.97
Ronald Jhun,975.96
Max Rohskopf,975.96
Anton Zafir,975.93
Kyle Stewart,975.88
Zarah Fairn,975.85
Allen Berube,975.84
Rob Yundt,975.79
Joshua Weems,975.79
Eddie Mendez,975.78
Tony Petarra,975.77
Wendell Oliveira Marques,975.76
Tommy Hayden,975.75
Danilo Belluardo,975.75
Genaro Valdez,975.75
Charlie Valencia,975.7
Edward Faaloloto,975.68
Shane Howell,975.68
Boston Salmon,975.68
TJ Laramie,975.67
Shunichi Shimizu,975.66
Marcos Mariano,975.63
Joe Vedepo,975.61
Thibault Gouti,975.61
Jason Gilliam,975.6
Filip Pejic,975.6
Ricky Rainey,975.6
Denys Bondar,975.6
Erik Silva,975.6
Shannon Ross,975.6
Yusaku Kinoshita,975.59
Dieusel Berto,975.58
Ivan Serati,975.58
Hector Ramirez,975.57
Brian Geraghty,975.57
Brandon Jenkins,975.53
Ray Wizard,975.48
He-Man Gipson,975.48
Sam Fulton,975.48
Nate Schroeder,975.48
Sean Alvarez,975.48
Ansar Chalangov,975.48
Kristian Rothaermel,975.48
Roger Zapata,975.48
Dmitrii Smoliakov,975.48
Paul Georgieff,975.47
Eiji Mitsuoka,975.43
Drako Rodriguez,975.42
Saeed Hosseini,975.38
Steve Judson,975.38
Chris Liguori,975.35
Elias Garcia,975.31
Hu Yaozong,975.27
Liang Na,975.26
James Lee,975.24
Alberto Uda,975.24
Antonio Dos Santos,974.82
Steve Kennedy,974.82
Felipe Olivieri,974.58
Sean Sharaf,974.55
JP Buys,974.44
Cameron Dollar,974.36
Joao Pierini,974.33
Kelly Faszholz,974.3
Connor Matthews,974.29
Rashad Coulter,974.03
Ike Villanueva,973.63
Steve Steinbeiss,973.04
Cody East,972.95
Tom Blackledge,972.92
