Fighter,Peak Elo
Ericka Almeida,908.04
Saimon Oliveira,907.57
Kit Cope,906.8
Gabe Ruediger,906.52
Chase Gormley,905.57
Tim Williams,905.41
Hector Aldana,905.27
Jay Perrin,905.12
Victor Martinez,905.03
Bobby Voelker,904.01
Kelly Dullanty,903.19
Val Woodburn,902.84
Lukasz Sajewski,902.81
Ivan Erslan,902.67
Ashkan Mokhtarian,902.2
Todd Brown,901.71
David Velasquez,901.44
Rafael Cerqueira,901.23
TJ O'Brien,900.57
Roger Bowling,900.15
Fabio Gurgel,900.0
Wallid Ismail,900.0
Townsend Saunders,900.0
Noe Hernandez,900.0
Allan Goes,900.0
Alex Stiebling,900.0
Curtis Stout,900.0
Steve Berger,900.0
Nick Serra,900.0
James Zikic,900.0
Richard Crunkilton,900.0
Romie Aram,900.0
Bobby Southworth,900.0
Brad Imes,900.0
Keith Wisniewski,900.0
Steve Byrnes,900.0
Naoyuki Kotani,900.0
Dan Barrera,900.0
Dante Rivera,900.0
Andre Gusmao,900.0
Phillipe Nover,900.0
Justin Wren,900.0
James Hammortree,900.0
Mark Scanlon,900.0
Sako Chivitchian,900.0
Tyler Toner,900.0
Josh Grispi,900.0
Norifumi Yamamoto,900.0
Antonio Banuelos,900.0
Cole Escovedo,900.0
Ryan McGillivray,900.0
Chuck O'Neil,900.0
Donny Walker,900.0
Josh Clopton,900.0
Stephen Bass,900.0
Bernardo Magalhaes,900.0
Chris Tickle,900.0
John Teixeira,900.0
Brendan Loughnane,900.0
Colin Fletcher,900.0
Yuri Villefort,900.0
Jon Manley,900.0
Chris Spang,900.0
Collin Hart,900.0
Rosi Sexton,900.0
Roger Gracie,900.0
Julie Kedzie,900.0
Peggy Morgan,900.0
Dave Galera,900.0
Luiz Dutra,900.0
Mike Rhodes,900.0
Jumabieke Tuerxun,900.0
Alan Omer,900.0
Chris Indich,900.0
Alexis Dufresne,900.0
Daniel Spohn,900.0
Tina Lahdemaki,900.0
Andreas Stahl,900.0
Nolan Ticman,900.0
Jianping Yang,900.0
Rodolfo Rubio Perez,900.0
Leonardo Morales,900.0
Emily Kagan,900.0
Angela Magana,900.0
Alex Torres,900.0
Rocky Lee,900.0
Dileno Lopes,900.0
Nazareno Malegarie,900.0
Horacio Gutierrez,900.0
Enrique Marin,900.0
Abner Lloveras,900.0
Marcin Wrzosek,900.0
Cory Hendricks,900.0
Alex Ricci,900.0
Jim Wallhead,900.0
Kwan Ho Kwak,900.0
Carls John De Tomas,900.0
Terrion Ware,900.0
James Mulheron,900.0
Tyler Diamond,900.0
Allan Zuniga,900.0
Jay Cucciniello,900.0
Joe Giannetti,900.0
Alex Gorgees,900.0
Rostem Akman,900.0
Hannah Goldy,900.0
Antonio Arroyo,900.0
Carlton Minus,900.0
Jordan Williams,900.0
Gadzhi Omargadzhiev,900.0
Carlos Candelario,900.0
Nick Fiore,900.0
Yizha,900.0
Hailey Cowan,900.0
Marnic Mann,900.0
Rayanne dos Santos,900.0
Timmy Cuamba,900.0
Igor Severino,900.0
Pedro Falcao,900.0
Ernesta Kareckaite,900.0
Jose Ochoa,900.0
Baergeng Jieleyisi,900.0
Danny Martinez,899.93
Nissen Osterneck,898.4
Jerome Rivera,898.24
Daiju Takase,897.94
Joe Jordan,897.93
Dakota Bush,897.61
Ednaldo Oliveira,897.32
Ramiro Hernandez,897.29
Derrick Noble,897.11
Gloria de Paula,896.1
Mike Stumpf,895.82
Jose Daniel Medina,895.61
Vinicius Salvador,894.93
Silvana Gomez Juarez,894.79
Jesse Sanders,894.25
Scott Junk,894.16
Luis Pajuelo,894.08
Carlos Barreto,892.94
Klaudia Sygula,892.65
Dan Evensen,892.45
Alex Andrade,892.03
Stevie Lynch,891.6
Rin Nakai,891.22
Jordan Vucenic,890.94
Floyd Sword,890.86
Zelim Imadaev,890.55
Carlos Mota,890.31
Chris de la Rocha,889.45
Khusein Askhabov,889.28
Nick Aguirre,889.09
Estevan Payan,888.75
Brendon Marotte,888.57
Darian Weeks,888.39
Jeff Cox,888.09
Istela Nunes,887.76
Jordan Radev,887.57
Will Chope,887.49
Eiji Mitsuoka,887.37
CJ Keith,887.32
Iliarde Santos,887.22
Mohammad Yahya,886.97
Lewis Gonzalez,886.89
Genaro Valdez,886.26
Bobby Nash,886.2
Jeff Curran,886.07
Jake Lindsey,886.05
Michael Patt,886.01
Ryan Madigan,885.52
Teila Tuli,885.0
Zane Frazier,885.0
Art Jimmerson,885.0
Trent Jenkins,885.0
Sean Daugherty,885.0
David Levicki,885.0
Thaddeus Luster,885.0
Robert Lucarelli,885.0
Alberta Cerra Leon,885.0
Emmanuel Yarborough,885.0
Christophe Leninger,885.0
Roland Payne,885.0
Eldo Xavier Dias,885.0
Jason Fairn,885.0
Asbel Cancio,885.0
Andy Anderson,885.0
Larry Cureton,885.0
Ernie Verdicia,885.0
Jack McGlaughlin,885.0
John Matua,885.0
Francesco Maturi,885.0
David Hood,885.0
Gerry Harris,885.0
Keith Mielke,885.0
Thomas Ramirez,885.0
Paul Herrera,885.0
Matt Andersen,885.0
Scott Fiedler,885.0
Moti Horenstein,885.0
Dave Berry,885.0
Jackie Lee,885.0
Eric Martin,885.0
Wes Albritton,885.0
Royce Alger,885.0
Dmitri Stepanov,885.0
Tony Halme,885.0
Donnie Chappell,885.0
Todd Butler,885.0
Houston Dorr,885.0
Josh Stuart,885.0
Courtney Turner,885.0
Eugenio Tadeu,885.0
Bob Gilstrap,885.0
Joe Pardo,885.0
Paulo Santos,885.0
Adriano Santos,885.0
Darrel Gholar,885.0
Joey Roberts,885.0
Chris Condo,885.0
David Roberts,885.0
Flavio Luiz Moura,885.0
Lowell Anderson,885.0
Masutatsu Yano,885.0
Tiki Ghosn,885.0
Jermaine Andre,885.0
Alexandre Dantas,885.0
Aaron Brink,885.0
Joey Gilbert,885.0
Rodrigo Ruas,885.0
Zach Light,885.0
Leigh Remedios,885.0
Jeremy Jackson,885.0
Gerald Strebendt,885.0
Wade Shipp,885.0
Josh Rafferty,885.0
Alex Schoenauer,885.0
Lodune Sincaid,885.0
Chris Sanford,885.0
Jason Thacker,885.0
Fabiano Scherner,885.0
Keigo Kunihara,885.0
Sean Gannon,885.0
Kerry Schall,885.0
Sammy Morgan,885.0
Icho Larenas,885.0
Wes Combs,885.0
Jesse Forbes,885.0
Danny Abbadi,885.0
Ross Pointon,885.0
Josh Haynes,885.0
Pat Healy,885.0
Kristof Midoux,885.0
Crafton Wallace,885.0
Cory Walmsley,885.0
David Lee,885.0
Mario Neto,885.0
Justin James,885.0
Sherman Pendergarst,885.0
Edilberto de Oliveira,885.0
Andy Wang,885.0
Joe Veres,885.0
Dorian Price,885.0
John Kolosci,885.0
Richie Hightower,885.0
Billy Miles,885.0
Jared Rollins,885.0
Tommy Speer,885.0
Brad Morris,885.0
James Giboo,885.0
Johnny Rees,885.0
Brodie Farber,885.0
Cale Yarbrough,885.0
David Baron,885.0
Razak Al-Hassan,885.0
John Polakowski,885.0
Jules Bruchez,885.0
Shane Primm,885.0
David Kaplan,885.0
Tom Egan,885.0
Derek Downey,885.0
Neil Grove,885.0
Tim McKenzie,885.0
Frank Lester,885.0
Danillo Villefort,885.0
Darrill Schoonover,885.0
Marcus Jones,885.0
Rolles Gracie,885.0
Josh Bryant,885.0
Jamie Yager,885.0
Kris McCray,885.0
Vinicius Queiroz,885.0
Mike Lullo,885.0
Fredson Paixao,885.0
Will Campuzano,885.0
Aaron Wilkinson,885.0
Damacio Page,885.0
Jon Olav Einemo,885.0
Luis Ramos,885.0
Joseph Sandoval,885.0
Byron Bloodworth,885.0
Dustin Neace,885.0
Josh Ferguson,885.0
Pat Schilling,885.0
Dan Stittgen,885.0
Oli Thompson,885.0
Besam Yousef,885.0
Yoislandy Izquierdo,885.0
Jeremy Larsen,885.0
Chris Saunders,885.0
John Cofer,885.0
Wagner Campos,885.0
Delson Heleno,885.0
Anistavio Medeiros,885.0
Ulysses Gomez,885.0
Manuel Rodriguez,885.0
Adam Cella,885.0
Bristol Marunde,885.0
Jimmy Quinlan,885.0
Gilbert Smith,885.0
Sheila Gaff,885.0
Nandor Guelmino,885.0
Garett Whiteley,885.0
Jessica Rakoczy,885.0
Ben Wall,885.0
Sean Soriano,885.0
Albert Cheng,885.0
Sheldon Westcott,885.0
Jack May,885.0
Richardson Moreira,885.0
Wagner Silva,885.0
Marcio Alexandre Junior,885.0
Josh Shockley,885.0
Dashon Johnson,885.0
Matt Van Buren,885.0
Mike King,885.0
Cain Carrizosa,885.0
Humberto Brown Morrison,885.0
Lisa Ellis,885.0
Bentley Syler,885.0
Izabela Badurek,885.0
Leo Kuntz,885.0
Steve Montgomery,885.0
Hayder Hassan,885.0
Fernando Bruno,885.0
Daniel Jolly,885.0
Bruno Korea,885.0
Cesar Arzamendia,885.0
Vernon Ramos Ho,885.0
Martin Svensson,885.0
Charlie Ward,885.0
Michel Quinones,885.0
James Bochnovic,885.0
Mike Santiago,885.0
Kalindra Faria,885.0
Bharat Kandare,885.0
Ariel Beck,885.0
Karine Gevorgyan,885.0
Christina Marks,885.0
Maia Stevenson,885.0
Richie Smullen,885.0
Te Edwards,885.0
Michel Batista,885.0
Justin Frazier,885.0
Suman Mokhtarian,885.0
Vinicius Moreira,885.0
Duda Santana,885.0
Dequan Townsend,885.0
Khadis Ibragimov,885.0
Jacob Kilburn,885.0
Aalon Cruz,885.0
Anthony Ivy,885.0
Roque Martinez,885.0
Victor Rodriguez,885.0
Louis Cosce,885.0
Collin Anglin,885.0
Micheal Gillmore,885.0
Brogan Walker,885.0
Steven Koslow,885.0
SeungGuk Choi,885.0
Manolo Zecchini,885.0
Kiefer Crosbie,885.0
Brendson Ribeiro,885.0
Benardo Sopaj,885.0
Dylan Budka,885.0
James Llontop,885.0
Tuco Tokkos,885.0
Kaan Ofli,885.0
Robert Valentin,885.0
Zygimantas Ramaska,885.0
Feng Xiaocan,885.0
Kiru Sahota,885.0
Samy Schiavo,884.87
Cortavious Romious,884.62
Ali AlQaisi,884.51
Angel Pacheco,883.13
David Dodd,882.62
Anton Zafir,881.67
Ryan Roberts,881.53
Kevin Natividad,881.35
Guilherme Vasconcelos,880.9
Motonobu Tezuka,880.85
Fabio Cherant,880.38
Abdul-Kareem Al-Selwady,880.04
Vince Cachero,879.55
Maciej Jewtuszko,878.88
Gideon Ray,878.81
Xavier Foupa-Pokam,878.67
Marcin Bandel,877.68
Kyle Stewart,877.64
Ryan MacDonald,876.37
Yuri Vaulin,875.72
Tom DeBlass,875.65
Marcos Mariano,875.61
Joe Vedepo,875.3
Tony Petarra,874.22
Denys Bondar,874.08
Zarah Fairn,874.0
Solomon Hutcherson,873.36
Mandy Bohm,873.23
John Campetella,872.89
Colin Robinson,872.89
Luke Caudillo,872.66
Max Rohskopf,872.47
Jorge Lopez,871.99
Konstantin Erokhin,871.99
Domingo Pilarte,871.99
Chan-Mi Jeon,871.53
Robert Bryczek,871.39
Nyamjargal Tumendemberel,870.94
Aaron Phillips,870.51
Paul Bradley,869.78
Jesse Ronson,869.75
Diego Saraiva,869.11
Ike Villanueva,868.68
Satoshi Honma,868.57
Joshua Weems,868.54
Steve Kennedy,868.39
TJ Laramie,868.22
Roldan Sangcha'an,868.06
Jorge de Oliveira,868.06
Leonardo Guimaraes,868.06
Dean Barry,868.06
Allen Berube,867.99
Jeff Newton,867.93
Mark Holst,864.74
Barb Honchak,864.67
Wendell Oliveira Marques,864.13
Matt Lucas,863.53
Paul Georgieff,863.48
James Lee,863.14
Yusaku Kinoshita,863.12
Felipe Olivieri,862.58
Jason Gilliam,861.93
Alice Ardelean,861.65
Tommy Hayden,861.59
Danilo Belluardo,861.51
Ronald Jhun,861.34
Ivan Serati,861.32
Rick Davis,861.18
Dieusel Berto,859.52
Ricky Rainey,859.05
Eddie Mendez,858.95
Isabela de Padua,858.66
Charalampos Grigoriou,858.6
Charlie Valencia,858.52
Hector Ramirez,858.27
Antonio Dos Santos,856.95
Rob Yundt,856.62
Fernie Garcia,855.79
Shane Howell,853.95
Erik Silva,853.45
Edward Faaloloto,852.79
Boston Salmon,852.79
Brian Geraghty,850.45
Ray Wizard,848.27
He-Man Gipson,848.27
Sam Fulton,848.27
Nate Schroeder,848.27
Sean Alvarez,848.27
Ansar Chalangov,848.27
Kristian Rothaermel,848.27
Roger Zapata,848.27
Dmitrii Smoliakov,848.27
Carli Judice,848.21
Braxton Smith,847.74
Shunichi Shimizu,847.3
Drako Rodriguez,846.59
Chris Avila,845.92
Wulijiburen,845.82
Elias Garcia,845.41
Steven Nguyen,844.98
Filip Pejic,844.46
Alberto Uda,842.09
Shannon Ross,841.43
Sarah Alpar,841.34
Hu Yaozong,840.89
Sung Bin Jo,840.51
Brandon Jenkins,838.01
Saeed Hosseini,837.74
Steve Judson,837.74
Liang Na,836.92
Sean Sharaf,835.14
Connor Matthews,833.72
Chris Liguori,832.87
JP Buys,832.31
Joao Pierini,832.0
Cameron Dollar,826.18
Steve Steinbeiss,825.57
Tom Blackledge,821.24
Kelly Faszholz,820.85
Rashad Coulter,818.68
Cody East,812.75
