Fighter,Peak Elo
Jonavin Webb,905.33
Caros Fodor,905.27
CJ Keith,904.62
Jerome Rivera,904.55
Luis Pajuelo,904.5
Silvana Gomez Juarez,903.69
Dan Evensen,903.6
Brendon Marotte,903.56
Jordan Radev,903.06
Jeff Cox,902.89
Bobby Voelker,902.44
Ryan Madigan,902.14
Bobby Nash,902.05
Lukasz Sajewski,902.0
Iliarde Santos,901.85
Kevin Natividad,901.84
Phillipe Nover,901.55
Jake Lindsey,901.42
Danny Martinez,901.18
John Phillips,901.1
Michael Patt,900.53
Istela Nunes,900.51
Teila Tuli,900.0
Zane Frazier,900.0
Art Jimmerson,900.0
Trent Jenkins,900.0
Sean Daugherty,900.0
David Levicki,900.0
Thaddeus Luster,900.0
Robert Lucarelli,900.0
Alberta Cerra Leon,900.0
Emmanuel Yarborough,900.0
Christophe Leninger,900.0
Roland Payne,900.0
Eldo Xavier Dias,900.0
Jason Fairn,900.0
Asbel Cancio,900.0
Andy Anderson,900.0
Larry Cureton,900.0
Ernie Verdicia,900.0
Jack McGlaughlin,900.0
John Matua,900.0
Francesco Maturi,900.0
David Hood,900.0
Gerry Harris,900.0
Keith Mielke,900.0
Thomas Ramirez,900.0
Paul Herrera,900.0
Matt Andersen,900.0
Scott Fiedler,900.0
Moti Horenstein,900.0
Dave Berry,900.0
Fabio Gurgel,900.0
Jackie Lee,900.0
Eric Martin,900.0
Wallid Ismail,900.0
Wes Albritton,900.0
Royce Alger,900.0
Dmitri Stepanov,900.0
Tony Halme,900.0
Donnie Chappell,900.0
Todd Butler,900.0
Houston Dorr,900.0
Josh Stuart,900.0
Courtney Turner,900.0
Eugenio Tadeu,900.0
Townsend Saunders,900.0
Noe Hernandez,900.0
Allan Goes,900.0
Bob Gilstrap,900.0
Joe Pardo,900.0
Paulo Santos,900.0
Adriano Santos,900.0
Darrel Gholar,900.0
Joey Roberts,900.0
Chris Condo,900.0
David Roberts,900.0
Flavio Luiz Moura,900.0
Lowell Anderson,900.0
Masutatsu Yano,900.0
Brad Gumm,900.0
David Velasquez,900.0
Tiki Ghosn,900.0
Jermaine Andre,900.0
Alexandre Dantas,900.0
Alex Stiebling,900.0
Aaron Brink,900.0
Curtis Stout,900.0
Steve Berger,900.0
Joey Gilbert,900.0
Rodrigo Ruas,900.0
Zach Light,900.0
Nick Serra,900.0
James Zikic,900.0
Leigh Remedios,900.0
Richard Crunkilton,900.0
Romie Aram,900.0
Jeremy Jackson,900.0
Gerald Strebendt,900.0
Wade Shipp,900.0
Josh Rafferty,900.0
Alex Schoenauer,900.0
Lodune Sincaid,900.0
Chris Sanford,900.0
Jason Thacker,900.0
Bobby Southworth,900.0
Fabiano Scherner,900.0
Keigo Kunihara,900.0
Sean Gannon,900.0
Kerry Schall,900.0
Sammy Morgan,900.0
Brad Imes,900.0
Keith Wisniewski,900.0
Icho Larenas,900.0
Wes Combs,900.0
Jesse Forbes,900.0
Danny Abbadi,900.0
Ross Pointon,900.0
Josh Haynes,900.0
Pat Healy,900.0
Kristof Midoux,900.0
Crafton Wallace,900.0
Cory Walmsley,900.0
David Lee,900.0
Mario Neto,900.0
Justin James,900.0
Sherman Pendergarst,900.0
Steve Byrnes,900.0
Naoyuki Kotani,900.0
Edilberto de Oliveira,900.0
Andy Wang,900.0
Joe Veres,900.0
Dorian Price,900.0
John Kolosci,900.0
Richie Hightower,900.0
Dan Barrera,900.0
Billy Miles,900.0
Jared Rollins,900.0
Tommy Speer,900.0
Brad Morris,900.0
Dante Rivera,900.0
James Giboo,900.0
Johnny Rees,900.0
Brodie Farber,900.0
Cale Yarbrough,900.0
Andre Gusmao,900.0
David Baron,900.0
Razak Al-Hassan,900.0
John Polakowski,900.0
Jules Bruchez,900.0
Shane Primm,900.0
David Kaplan,900.0
Tom Egan,900.0
Derek Downey,900.0
Neil Grove,900.0
Tim McKenzie,900.0
Frank Lester,900.0
Danillo Villefort,900.0
Justin Wren,900.0
Darrill Schoonover,900.0
Marcus Jones,900.0
Rolles Gracie,900.0
James Hammortree,900.0
Josh Bryant,900.0
Jamie Yager,900.0
Kris McCray,900.0
Vinicius Queiroz,900.0
Mark Scanlon,900.0
Mike Lullo,900.0
Fredson Paixao,900.0
Will Campuzano,900.0
Sako Chivitchian,900.0
Tyler Toner,900.0
Aaron Wilkinson,900.0
Josh Grispi,900.0
Norifumi Yamamoto,900.0
Antonio Banuelos,900.0
Damacio Page,900.0
Cole Escovedo,900.0
Ryan McGillivray,900.0
Chuck O'Neil,900.0
Jon Olav Einemo,900.0
Donny Walker,900.0
Luis Ramos,900.0
Joseph Sandoval,900.0
Byron Bloodworth,900.0
Dustin Neace,900.0
Josh Clopton,900.0
Josh Ferguson,900.0
Stephen Bass,900.0
Pat Schilling,900.0
Dan Stittgen,900.0
Bernardo Magalhaes,900.0
Oli Thompson,900.0
Besam Yousef,900.0
Yoislandy Izquierdo,900.0
Jeremy Larsen,900.0
Chris Saunders,900.0
Chris Tickle,900.0
John Cofer,900.0
Wagner Campos,900.0
John Teixeira,900.0
Delson Heleno,900.0
Anistavio Medeiros,900.0
Ulysses Gomez,900.0
Brendan Loughnane,900.0
Manuel Rodriguez,900.0
Colin Fletcher,900.0
Yuri Villefort,900.0
Jon Manley,900.0
Chris Spang,900.0
Adam Cella,900.0
Bristol Marunde,900.0
Jimmy Quinlan,900.0
Collin Hart,900.0
Gilbert Smith,900.0
Sheila Gaff,900.0
Rosi Sexton,900.0
Roger Gracie,900.0
Julie Kedzie,900.0
Nandor Guelmino,900.0
Garett Whiteley,900.0
Peggy Morgan,900.0
Jessica Rakoczy,900.0
Ben Wall,900.0
Dave Galera,900.0
Luiz Dutra,900.0
Sean Soriano,900.0
Mike Rhodes,900.0
Jumabieke Tuerxun,900.0
Albert Cheng,900.0
Alan Omer,900.0
Chris Indich,900.0
Sheldon Westcott,900.0
Jack May,900.0
Richardson Moreira,900.0
Wagner Silva,900.0
Marcio Alexandre Junior,900.0
Josh Shockley,900.0
Dashon Johnson,900.0
Alexis Dufresne,900.0
Daniel Spohn,900.0
Matt Van Buren,900.0
Tina Lahdemaki,900.0
Mike King,900.0
Andreas Stahl,900.0
Nolan Ticman,900.0
Jianping Yang,900.0
Cain Carrizosa,900.0
Rodolfo Rubio Perez,900.0
Humberto Brown Morrison,900.0
Leonardo Morales,900.0
Emily Kagan,900.0
Angela Magana,900.0
Lisa Ellis,900.0
Alex Torres,900.0
Bentley Syler,900.0
Rocky Lee,900.0
Izabela Badurek,900.0
Leo Kuntz,900.0
Steve Montgomery,900.0
Hayder Hassan,900.0
Dileno Lopes,900.0
Fernando Bruno,900.0
Daniel Jolly,900.0
Nazareno Malegarie,900.0
Bruno Korea,900.0
Cesar Arzamendia,900.0
Vernon Ramos Ho,900.0
Horacio Gutierrez,900.0
Enrique Marin,900.0
Abner Lloveras,900.0
Marcin Wrzosek,900.0
Martin Svensson,900.0
Cory Hendricks,900.0
Alex Ricci,900.0
Jim Wallhead,900.0
Charlie Ward,900.0
Kwan Ho Kwak,900.0
Carls John De Tomas,900.0
Michel Quinones,900.0
James Bochnovic,900.0
Terrion Ware,900.0
James Mulheron,900.0
Mike Santiago,900.0
Kalindra Faria,900.0
Bharat Kandare,900.0
Ariel Beck,900.0
Karine Gevorgyan,900.0
Christina Marks,900.0
Maia Stevenson,900.0
Tyler Diamond,900.0
Allan Zuniga,900.0
Richie Smullen,900.0
Jay Cucciniello,900.0
Joe Giannetti,900.0
Te Edwards,900.0
Michel Batista,900.0
Justin Frazier,900.0
Alex Gorgees,900.0
Suman Mokhtarian,900.0
Vinicius Moreira,900.0
Duda Santana,900.0
Rostem Akman,900.0
Dequan Townsend,900.0
Hannah Goldy,900.0
Khadis Ibragimov,900.0
Antonio Arroyo,900.0
Jacob Kilburn,900.0
Aalon Cruz,900.0
Anthony Ivy,900.0
Carlton Minus,900.0
Roque Martinez,900.0
Jordan Williams,900.0
Victor Rodriguez,900.0
Louis Cosce,900.0
Collin Anglin,900.0
Micheal Gillmore,900.0
Gadzhi Omargadzhiev,900.0
Carlos Candelario,900.0
Brogan Walker,900.0
Steven Koslow,900.0
Nick Fiore,900.0
SeungGuk Choi,900.0
Yizha,900.0
Hailey Cowan,900.0
Manolo Zecchini,900.0
Kiefer Crosbie,900.0
Marnic Mann,900.0
Rayanne dos Santos,900.0
Serhiy Sidey,900.0
Timmy Cuamba,900.0
Brendson Ribeiro,900.0
Abdul-Kareem Al-Selwady,900.0
Benardo Sopaj,900.0
Igor Severino,900.0
Dylan Budka,900.0
Pedro Falcao,900.0
James Llontop,900.0
Ernesta Kareckaite,900.0
Tuco Tokkos,900.0
Xiao Long,900.0
Kaan Ofli,900.0
Robert Valentin,900.0
Zygimantas Ramaska,900.0
Ashkan Mokhtarian,899.98
Genaro Valdez,899.71
Nissen Osterneck,899.54
Chris de la Rocha,899.41
Eiji Mitsuoka,898.92
Will Chope,898.42
Samy Schiavo,898.35
Todd Brown,897.95
Dakota Bush,897.47
Jose Daniel Medina,896.67
Denys Bondar,896.3
Ivan Erslan,896.28
Anton Zafir,894.77
Carlos Mota,894.13
Rin Nakai,893.97
Vinicius Salvador,893.77
Marcin Bandel,893.68
Carlos Barreto,893.63
Jordan Vucenic,893.56
Kyle Stewart,893.16
Fabio Cherant,892.78
Tommy Hayden,892.38
Ryan Roberts,892.22
Khusein Askhabov,892.19
John Campetella,891.96
Colin Robinson,891.96
Gideon Ray,891.76
Marcos Mariano,891.59
Alex Andrade,891.33
Tony Petarra,890.24
Joe Vedepo,889.65
Darian Weeks,889.52
Solomon Hutcherson,889.05
Zarah Fairn,888.43
Max Rohskopf,888.24
Satoshi Honma,887.83
Zelim Imadaev,887.14
Nick Aguirre,887.1
Paul Georgieff,886.83
TJ Laramie,886.46
Estevan Payan,886.19
Lewis Gonzalez,885.5
Mohammad Yahya,885.2
Jeff Newton,885.16
Steve Kennedy,884.83
Allen Berube,884.53
Joshua Weems,884.31
Ali AlQaisi,884.3
Rick Davis,883.76
David Dodd,882.82
Jeff Curran,882.77
Yusaku Kinoshita,882.3
Angel Pacheco,882.28
Guilherme Vasconcelos,882.13
Ike Villanueva,882.08
Wendell Oliveira Marques,881.58
Motonobu Tezuka,881.56
Xavier Foupa-Pokam,881.33
Jason Gilliam,880.78
James Lee,880.68
Ivan Serati,880.57
Tom DeBlass,879.95
Ricky Rainey,879.81
Dieusel Berto,879.57
Paul Bradley,879.57
Danilo Belluardo,879.57
Hector Ramirez,879.51
Vince Cachero,879.22
Ronald Jhun,878.53
Eddie Mendez,878.47
Ryan MacDonald,878.38
Maciej Jewtuszko,878.17
Melissa Martinez,877.64
Rob Yundt,877.04
Felipe Olivieri,876.76
Charlie Valencia,876.34
Antonio Dos Santos,875.61
Erik Silva,875.1
Luke Caudillo,875.08
Yuri Vaulin,874.74
Robert Bryczek,874.59
Braxton Smith,874.44
Diego Saraiva,873.99
Brian Geraghty,872.59
Shane Howell,872.22
Ray Wizard,871.99
He-Man Gipson,871.99
Sam Fulton,871.99
Nate Schroeder,871.99
Sean Alvarez,871.99
Ansar Chalangov,871.99
Kristian Rothaermel,871.99
Edward Faaloloto,871.99
Jorge Lopez,871.99
Roldan Sangcha'an,871.99
Jorge de Oliveira,871.99
Konstantin Erokhin,871.99
Roger Zapata,871.99
Leonardo Guimaraes,871.99
Dmitrii Smoliakov,871.99
Boston Salmon,871.99
Domingo Pilarte,871.99
Dean Barry,871.99
Mandy Bohm,871.97
Chan-Mi Jeon,871.54
Aaron Phillips,871.02
Elias Garcia,869.99
Jesse Ronson,869.95
Alberto Uda,869.56
Drako Rodriguez,869.31
Shunichi Shimizu,868.44
Matt Lucas,867.19
Hu Yaozong,865.25
Charalampos Grigoriou,865.09
Filip Pejic,865.08
Saeed Hosseini,864.74
Steve Judson,864.74
Mark Holst,864.74
Sarah Alpar,863.07
Liang Na,862.91
Alice Ardelean,862.83
Shannon Ross,862.36
Chris Liguori,861.12
Barb Honchak,860.43
Fernie Garcia,859.77
Brandon Jenkins,859.27
Isabela de Padua,858.88
Connor Matthews,857.11
JP Buys,854.18
Joao Pierini,853.35
Steve Steinbeiss,851.87
Wulijiburen,849.11
Cameron Dollar,848.91
Carli Judice,848.68
Steven Nguyen,846.54
Chris Avila,846.05
Tom Blackledge,845.73
Rashad Coulter,845.48
Kelly Faszholz,844.1
Sung Bin Jo,843.73
Cody East,840.89
