Fighter,Elo Rating
Brad Morris,961.15
Mike Lullo,961.15
Joseph Sandoval,961.15
Dan Stittgen,961.15
John Cofer,961.15
Bristol Marunde,961.15
Sheila Gaff,961.15
Julie Kedzie,961.15
Luiz Dutra,961.15
Alan Omer,961.15
Alexis Dufresne,961.15
JC Cottrell,961.15
Charlie Ward,961.15
Carls John De Tomas,961.15
Aalon Cruz,961.15
Kiefer Crosbie,961.15
Kevin Borjas,961.15
Rayanne dos Santos,961.15
Brendson Ribeiro,961.15
Mark Eddiva,961.14
Cody Pfister,961.14
Herbert Burns,961.13
Ben Wall,961.12
Justin Jones,961.1
Chris de la Rocha,961.1
Ansar Chalangov,961.09
Tateki Matsuda,961.09
Marcin Bandel,961.09
Jason Black,961.08
Ericka Almeida,961.08
Damien Brown,961.07
Gadzhi Omargadzhiev,961.05
Anna Elmose,961.02
Victor Martinez,961.0
Luis Henrique,960.99
Brendan O'Reilly,960.97
Josh Shockley,960.96
Tommy Speer,960.91
Victor Valimaki,960.89
Josh Sampo,960.86
Humberto Bandenay,960.81
Laureano Staropoli,960.8
Joe Brammer,960.78
Konstantin Erokhin,960.78
Carlton Minus,960.72
Sarah Alpar,960.71
Nick Fiore,960.71
Jonavin Webb,960.7
Ashkan Mokhtarian,960.7
Brodie Farber,960.65
Houston Alexander,960.64
Silvana Gomez Juarez,960.61
Shana Dobson,960.58
Nick Penner,960.57
Roger Bowling,960.55
Cameron VanCamp,960.46
Yohan Lainesse,960.39
Dakota Bush,960.37
Tommy Hayden,960.36
Reuben Duran,960.27
Jim Wallhead,960.24
Michael Kuiper,960.23
Timmy Cuamba,960.23
Hernani Perpetuo,960.22
Pat Schilling,960.19
Dashon Johnson,960.19
Christian Colombo,960.19
Victor Rodriguez,960.19
Rob Yundt,960.16
Zhang Tiequan,960.15
Nick Aguirre,960.15
David Dodd,960.14
Dileno Lopes,960.14
Wendell Oliveira Marques,960.13
Danilo Belluardo,960.13
Kay Hansen,960.13
Yusaku Kinoshita,960.13
Vince Cachero,960.12
Eddie Gordon,960.09
Danny Abbadi,960.08
Colin Robinson,960.08
Joe Vedepo,960.08
Chase Gormley,960.08
Bernardo Magalhaes,960.08
Sam Fulton,960.07
Nolan Ticman,960.07
Seo Hee Ham,960.07
Cesar Arzamendia,960.07
Chan-Mi Jeon,960.07
James Bochnovic,960.07
Marnic Mann,960.07
Wes Combs,960.06
Ronys Torres,960.06
Ulysses Gomez,960.06
Rodrigo de Lima,960.06
Leo Kuntz,960.06
Leonardo Guimaraes,960.06
Alberto Uda,960.02
Yuri Villefort,960.01
Zane Frazier,960.0
Steve Judson,960.0
Chris Price,960.0
Razak Al-Hassan,960.0
David Kaplan,960.0
Mark Holst,960.0
Donny Walker,960.0
Colin Fletcher,960.0
Chris Indich,960.0
Shane Howell,960.0
Leonardo Morales,960.0
Lisa Ellis,960.0
Hayder Hassan,960.0
Jacob Kilburn,960.0
Brogan Walker,960.0
Syuri Kondo,959.98
Johnny Rees,959.96
Marcos Mariano,959.96
Vik Grujic,959.95
Anton Zafir,959.95
Elias Garcia,959.95
Carlos Candelario,959.94
David Lee,959.93
Rosi Sexton,959.93
Micheal Gillmore,959.92
Joseph Holmes,959.92
Cameron Else,959.88
Dave Menne,959.82
Mohammad Yahya,959.8
Tom DeBlass,959.79
Josh Neer,959.72
Kaynan Kruschewsky,959.68
Ryan MacDonald,959.65
Paulo Thiago,959.49
Gadzhimurad Antigulov,959.42
Michal Figlak,959.34
Gloria de Paula,959.27
Ode Osbourne,959.26
Jonathan Wilson,959.23
Samy Schiavo,959.2
Todd Brown,959.2
Anthony Lapsley,959.2
Kyle Stewart,959.17
Besam Yousef,959.16
Eric Wisely,959.13
Maria Oliveira,959.12
Rin Nakai,959.11
Yizha,959.11
Cain Carrizosa,959.09
Ali AlQaisi,959.03
Richie Vaculik,959.01
Kwan Ho Kwak,959.01
Jorge de Oliveira,958.98
David Abbott,958.97
Nate Mohr,958.97
Xavier Foupa-Pokam,958.97
Motonobu Tezuka,958.97
Cristina Stanciu,958.96
Kelly Faszholz,958.93
Daniel Jolly,958.92
Suman Mokhtarian,958.91
Juan Adams,958.9
Teruto Ishihara,958.89
Ross Pointon,958.87
Matt Van Buren,958.87
Luke Caudillo,958.85
Emily Kagan,958.85
Chris Avila,958.85
Boston Salmon,958.81
Randa Markos,958.78
Alice Ardelean,958.78
Rachael Ostovich,958.68
Grigory Popov,958.54
Daniel Pineda,958.48
Josh Quinlan,958.47
Ihor Potieria,958.41
Aleksa Camur,958.3
Yoislandy Izquierdo,958.28
Antonio Dos Santos,958.28
Steve Kennedy,958.27
Charles Byrd,958.27
Marion Reneau,958.25
Marcelo Golm,958.23
Darko Stosic,958.14
Zac Pauga,958.1
Randy Costa,958.09
Walel Watson,958.07
Steve Steinbeiss,958.04
Dusko Todorovic,958.02
Drako Rodriguez,958.02
Cody Donovan,957.99
Emily Whitmire,957.99
Mallory Martin,957.96
Roldan Sangcha'an,957.95
Cortney Casey,957.95
Yorgan De Castro,957.95
Scott Smith,957.92
David Zawada,957.92
Amanda Cooper,957.89
Tamires Vidal,957.79
Jessamyn Duke,957.77
Charalampos Grigoriou,957.69
Antonio Silva,957.59
Kurt Holobaugh,957.58
Daniel Spitz,957.33
Martin Bravo,957.32
Henrique da Silva,957.24
Cody East,957.02
Alvaro Herrera Mendoza,956.97
Barb Honchak,956.88
Liana Jojua,956.8
Vince Morales,956.78
Jason Gilliam,956.6
Victor Altamirano,956.56
Michelle Waterson-Gomez,956.49
Jenel Lausa,956.42
Artem Lobov,956.41
Miranda Granger,956.25
Andre Fialho,956.2
Eddie Wineland,956.18
Tafon Nchukwi,955.94
Aaron Riley,955.68
Rafael Cavalcante,955.23
Jamie Varner,954.74
Fabricio Camoes,954.7
Wellington Turman,954.3
Mac Danzig,953.61
Jared Gooden,953.46
Lukasz Brzeski,953.43
Vinny Magalhaes,953.07
David Mitchell,952.74
Charles Rosa,952.09
Lina Lansberg,952.04
Jason Miller,951.63
Pete Sell,951.24
Dominic Waters,950.95
Kamal Shalorus,950.8
Takashi Sato,950.72
Tom Watson,950.69
Marvin Eastman,950.32
Junior Albini,950.19
Eric Schafer,950.05
Jordan Griffin,950.03
Mitch Clarke,949.98
Sean O'Connell,949.98
Andre Soukhamthath,949.9
Dave Herman,949.8
Tra Telligman,949.57
Mike Massenzio,949.4
Kevin Croom,949.27
Kyle Bochniak,949.26
Albert Morales,949.18
Alessio Di Chirico,948.84
Jessica Penne,948.82
Gilbert Yvel,948.54
Daniel Teymur,948.54
Malcolm Gordon,948.47
Assuerio Silva,948.37
Trevin Jones,948.37
Wes Sims,948.28
Henry Briones,948.24
Dan Lauzon,948.19
Journey Newson,948.19
Shane Campbell,947.94
Matt Grice,947.87
Dominique Steele,947.65
Victoria Leonardo,947.41
Sabah Homasi,947.4
Roxanne Modafferi,947.27
Mike Rodriguez,947.06
Khalid Taha,947.03
Diana Belbita,947.02
Tim Hague,946.78
Andrea Lee,946.59
Kris McCray,946.46
Mateus Mendonca,946.45
Erick Gonzalez,946.41
Brian Camozzi,946.34
Vinicius Salvador,946.25
Charlie Brenneman,946.06
Mostapha Al-Turk,946.01
Justin Edwards,946.0
Edwin DeWees,945.8
Charlie Ontiveros,945.77
Jessica Aguilar,945.61
Alex Reyes,945.56
Felix Lee Mitchell,945.52
Tonya Evinger,945.42
Alex Chambers,945.41
Darrius Flowers,945.4
Lukasz Sajewski,945.36
Viktor Pesta,945.33
Justin Buchholz,945.31
Garreth McLellan,945.3
Ryan Benoit,945.26
Hannah Goldy,945.26
Salim Touahri,945.25
Eric Spicely,945.22
Darrell Montague,945.15
Marcio Alexandre Junior,945.09
Gabe Ruediger,945.08
Bobby Nash,945.05
Rolando Bedoya,944.92
Jordan Williams,944.91
Bec Rawlings,944.86
Rodney Wallace,944.7
Marcelo Rojo,944.67
Oluwale Bamgbose,944.62
Ruan Potts,944.51
Jason Reinhardt,944.5
Jeff Hughes,944.44
Hector Lombard,944.4
Andy Enz,944.4
Bojan Mihajlovic,944.34
Mike Rhodes,944.31
Hector Aldana,944.29
Jared Hamman,944.11
Markus Perez,944.07
Alan Baudot,944.07
Caio Machado,943.99
Dan Moret,943.96
Julija Stoliarenko,943.81
Estevan Payan,943.68
James Llontop,943.65
Yoji Anjo,943.53
Jessica Eye,943.52
Darian Weeks,943.46
Blood Diamond,943.45
Ramona Pascual,943.45
Josh Haynes,943.43
Kevin Natividad,943.34
Gideon Ray,943.31
Harry Hunsucker,943.3
Justin Jaynes,943.27
Shane Young,943.15
Jumabieke Tuerxun,943.11
Damian Grabowski,943.09
Josh Parisian,943.0
Iliarde Santos,942.8
Ashlee Evans-Smith,942.73
Niklas Stolze,942.71
Denys Bondar,942.52
Jay Perrin,942.47
Jeremy Larsen,942.46
Shannon Ross,942.46
Jeff Curran,942.41
Brad Imes,942.36
Fabio Cherant,942.31
Jake Lindsey,942.29
Antonio Arroyo,942.26
Angela Magana,942.24
Norifumi Yamamoto,942.23
Jared Papazian,942.23
John Albert,942.18
Jocelyn Jones-Lybarger,942.15
Daiju Takase,942.08
Sarah Moras,942.08
Zelim Imadaev,941.76
Diego Saraiva,941.48
Mike Santiago,941.39
Joby Sanchez,941.38
Forrest Petz,941.3
Cole Escovedo,941.15
Garett Whiteley,941.15
Joey Beltran,941.11
Mara Romero Borella,941.06
Mark De La Rosa,940.93
Genaro Valdez,940.25
Wulijiburen,940.23
Damacio Page,940.19
Roque Martinez,940.12
Rafaello Oliveira,940.04
Hu Yaozong,940.03
Dmitrii Smoliakov,940.0
Kalindra Faria,939.77
Jesse Forbes,939.52
Dalcha Lungiambula,939.42
Hannah Cifers,938.97
Brad Pickett,938.91
Frank Camacho,938.47
Jordan Wright,938.11
Nam Phan,937.87
Takanori Gomi,937.33
Ryan Jensen,936.38
Gilbert Melendez,936.27
Gian Villante,935.44
Phil Baroni,934.83
Jorge Santiago,934.71
Thibault Gouti,934.13
Sam Alvey,934.06
Jake Collier,933.68
Jay Hieron,931.88
Denis Tiuliulin,930.91
Igor Pokrajac,930.87
Mizuto Hirota,930.54
Gina Mazany,929.23
Anton Turkalj,929.13
Anthony Hamilton,929.11
Ricardo Funch,929.0
John Phillips,928.99
Rhys McKee,928.53
Zarah Fairn,928.05
Dustin Pague,927.77
Will Campuzano,927.72
Khadis Ibragimov,927.62
Joe Doerksen,927.2
Jinh Yu Frey,926.93
JP Buys,926.8
Seth Petruzelli,926.61
Tiki Ghosn,926.49
Aaron Phillips,925.63
Keith Wisniewski,925.29
Bobby Voelker,925.2
Edgar Garcia,925.18
Istela Nunes,924.88
Fernie Garcia,924.86
Scott Jorgensen,924.78
Maki Pitolo,924.76
Martin Day,924.68
Dequan Townsend,924.65
Wu Yanan,924.46
Terrion Ware,924.39
Andy Ogle,924.05
Alen Amedovski,923.92
Josh Grispi,923.6
Liang Na,923.57
Jodie Esquibel,922.83
Jerome Rivera,922.78
Vinicius Moreira,922.73
Steve Cantwell,922.71
Ike Villanueva,922.63
Elvis Sinosic,922.19
Pat Healy,921.9
Ji Yeon Kim,921.32
Brandon Davis,921.0
Phillipe Nover,919.36
John Alessio,918.19
Ashley Yoder,916.13
Michihiro Omigawa,915.18
Lucie Pudilova,914.55
Jared Vanderaa,913.12
Kailin Curran,912.73
Naoyuki Kotani,912.57
Zhalgas Zhumagulov,911.36
Jamie Pickett,910.15
Leonard Garcia,909.93
Jesse Ronson,909.64
Sean Soriano,909.48
Daniel Lacerda,908.51
Joshua Burkman,902.86
Chase Sherman,899.96
